,Year,Month,Date,Hour,Minute,PV_Usage
479,2021,2,0,7,59,0.16875615206953096
480,2021,2,0,8,0,0.230283218833636
481,2021,2,0,8,1,0.15110959283740827
482,2021,2,0,8,2,0.2652725846457421
483,2021,2,0,8,3,0.007033903268262482
484,2021,2,0,8,4,0.12012727201609134
485,2021,2,0,8,5,0.5522195665082752
486,2021,2,0,8,6,0.04696243941039481
487,2021,2,0,8,7,0.07055640807287444
488,2021,2,0,8,8,0.19587751872567322
489,2021,2,0,8,9,0.20679670903200262
490,2021,2,0,8,10,0.010135340661253791
491,2021,2,0,8,11,0.4621023317967423
492,2021,2,0,8,12,0.10735140147575076
493,2021,2,0,8,13,0.5099876932026186
494,2021,2,0,8,14,0.043930227622383695
495,2021,2,0,8,15,0.3086771806847789
496,2021,2,0,8,16,0.0840902118646802
497,2021,2,0,8,17,0.2564328478285103
498,2021,2,0,8,18,0.33984649389011445
499,2021,2,0,8,19,0.43298536519124275
500,2021,2,0,8,20,0.04058981535381896
501,2021,2,0,8,21,0.345050633390172
502,2021,2,0,8,22,0.08097963925534823
503,2021,2,0,8,23,0.12887888653766724
504,2021,2,0,8,24,0.19807888301085952
505,2021,2,0,8,25,0.5722825771304327
506,2021,2,0,8,26,0.5002575447420526
507,2021,2,0,8,27,0.09169901630077834
508,2021,2,0,8,28,0.05658888294583845
509,2021,2,0,8,29,0.06949499008039152
510,2021,2,0,8,30,0.18521577132878989
511,2021,2,0,8,31,0.10198017465261347
512,2021,2,0,8,32,0.09976484630205311
513,2021,2,0,8,33,0.3505335970749986
514,2021,2,0,8,34,0.16255953168241652
515,2021,2,0,8,35,0.41134204284918613
516,2021,2,0,8,36,0.15147765341140068
517,2021,2,0,8,37,0.3004671048232942
518,2021,2,0,8,38,0.024196624642626202
519,2021,2,0,8,39,0.3213384964251883
520,2021,2,0,8,40,0.03878701718664448
521,2021,2,0,8,41,0.061570700830355596
522,2021,2,0,8,42,0.26808412217463934
523,2021,2,0,8,43,0.03416028312778135
524,2021,2,0,8,44,0.125295579864058
525,2021,2,0,8,45,0.0522639040078492
526,2021,2,0,8,46,0.4063527460750834
527,2021,2,0,8,47,0.08703353877802714
528,2021,2,0,8,48,0.058973396510235344
529,2021,2,0,8,49,0.10434205098160317
530,2021,2,0,8,50,0.31028038932741636
531,2021,2,0,8,51,0.23382142689629332
532,2021,2,0,8,52,0.12983182096740398
533,2021,2,0,8,53,0.04790051794000254
534,2021,2,0,8,54,0.10954881290063369
535,2021,2,0,8,55,0.30102043536001866
536,2021,2,0,8,56,0.08797577579336081
537,2021,2,0,8,57,0.03623772148642975
538,2021,2,0,8,58,0.12737253846356988
539,2021,2,0,8,59,0.3078698698447727
540,2021,2,0,9,0,0.1473210873240329
541,2021,2,0,9,1,0.09257854492172525
542,2021,2,0,9,2,0.4311023401984651
543,2021,2,0,9,3,0.0175468910631285
544,2021,2,0,9,4,0.07762745403604346
545,2021,2,0,9,5,0.38980125264376486
546,2021,2,0,9,6,0.24939132874392064
547,2021,2,0,9,7,0.39467188505533823
548,2021,2,0,9,8,0.1017499060788573
549,2021,2,0,9,9,0.08632264604107091
550,2021,2,0,9,10,0.5286678504896655
551,2021,2,0,9,11,0.13661677962011984
552,2021,2,0,9,12,0.19346758397886443
553,2021,2,0,9,13,0.07836784505974029
554,2021,2,0,9,14,0.1107936069140771
555,2021,2,0,9,15,0.2524717156312474
556,2021,2,0,9,16,0.21621684883050876
557,2021,2,0,9,17,0.17601176790746018
558,2021,2,0,9,18,0.07107590587384624
559,2021,2,0,9,19,0.32713576637447483
560,2021,2,0,9,20,0.3703377476944443
561,2021,2,0,9,21,0.10822263363365489
562,2021,2,0,9,22,0.22956598336812878
563,2021,2,0,9,23,0.12947079922302462
564,2021,2,0,9,24,0.35505570886163706
565,2021,2,0,9,25,0.2682151399723002
566,2021,2,0,9,26,0.07064931546210992
567,2021,2,0,9,27,0.12983134748209418
568,2021,2,0,9,28,0.17007834764214047
569,2021,2,0,9,29,0.06464032913692361
570,2021,2,0,9,30,0.30800503355892783
571,2021,2,0,9,31,0.15542598386566706
572,2021,2,0,9,32,0.25586736042616715
573,2021,2,0,9,33,0.2678112702508583
574,2021,2,0,9,34,0.1071751816850801
575,2021,2,0,9,35,0.1887205027213
576,2021,2,0,9,36,0.5695428708352975
577,2021,2,0,9,37,0.4161769526651592
578,2021,2,0,9,38,0.2009037864364316
579,2021,2,0,9,39,0.19952087419840567
580,2021,2,0,9,40,0.04232561460906608
581,2021,2,0,9,41,0.37860707875756033
582,2021,2,0,9,42,0.26077023330629673
583,2021,2,0,9,43,0.4065729378196561
584,2021,2,0,9,44,0.024344867721051055
585,2021,2,0,9,45,0.019980831681920597
586,2021,2,0,9,46,0.05817624225631148
587,2021,2,0,9,47,0.007098051188943233
588,2021,2,0,9,48,0.4995099381233989
589,2021,2,0,9,49,0.08971164175331894
590,2021,2,0,9,50,0.10452585686897348
591,2021,2,0,9,51,0.31602369753344606
592,2021,2,0,9,52,0.00403776194185693
593,2021,2,0,9,53,0.27122009690708304
594,2021,2,0,9,54,0.06499820003062234
595,2021,2,0,9,55,0.20590757608815344
596,2021,2,0,9,56,0.30323168072071705
597,2021,2,0,9,57,0.15452101447382913
598,2021,2,0,9,58,0.04288161190070019
599,2021,2,0,9,59,0.31897696561288125
600,2021,2,0,10,0,0.2809578251335555
601,2021,2,0,10,1,0.18969273284389013
602,2021,2,0,10,2,0.3056210663350465
603,2021,2,0,10,3,0.36833863632898817
604,2021,2,0,10,4,0.03872707455322904
605,2021,2,0,10,5,0.040015364274634334
606,2021,2,0,10,6,0.7036413687787004
607,2021,2,0,10,7,0.22853809297700142
608,2021,2,0,10,8,0.2306971004099153
609,2021,2,0,10,9,0.13543575516874612
610,2021,2,0,10,10,0.2089251763133667
611,2021,2,0,10,11,0.24499628069023738
612,2021,2,0,10,12,0.32885764348952534
613,2021,2,0,10,13,0.03300088427783077
614,2021,2,0,10,14,0.14291431679219743
615,2021,2,0,10,15,0.25265940775965307
616,2021,2,0,10,16,0.22345809337172565
617,2021,2,0,10,17,0.10387481922969566
618,2021,2,0,10,18,0.03465307956380601
619,2021,2,0,10,19,0.009877025771637491
620,2021,2,0,10,20,0.12474172694590932
621,2021,2,0,10,21,0.018093849124694656
622,2021,2,0,10,22,0.09720260774455028
623,2021,2,0,10,23,0.07172739827030176
624,2021,2,0,10,24,0.2036299370135141
625,2021,2,0,10,25,0.003321537088132676
626,2021,2,0,10,26,0.12906107896793118
627,2021,2,0,10,27,0.3683504178443387
628,2021,2,0,10,28,0.2206673444215636
629,2021,2,0,10,29,0.5767726809456561
630,2021,2,0,10,30,0.10840752611695798
631,2021,2,0,10,31,0.05632257929729764
632,2021,2,0,10,32,0.6552204779179872
633,2021,2,0,10,33,0.12891063446303164
634,2021,2,0,10,34,0.27189540805503903
